ticker,company,sector,year,page_text_clean,changed_from_prior,theme_categories,analyst_notes
LLY,Eli Lilly,Healthcare,2016,"We were founded in 1876 by Colonel Eli Lilly, a man committed to creating high-quality medicines that met real needs in an era of unreliable elixirs peddled by questionable characters. His charge to the generations of employees who have followed was this: ""Take what you find here and make it better and better.""
More than 140 years later, we remain committed to his vision through every aspect of our business and the people we serve starting with those who take our medicines, and extending to health care professionals, employees and the communities in which we live.
    
        
        Our promise
        
          Lilly unites caring with discovery to make life better for people around the world.
        
     
    
        
        Our mission
        
            We make medicines that help people live longer, healthier, more active lives.
        
     
    
        
        Our vision
        
            We will make a significant contribution to humanity by improving global health in the 21st century.
        
     
    
        
        Our values
        
            Integrity, excellence and respect for people.",,heritage_longevity|innovation_science|integrity_responsibility|operational_excellence|people_talent|customer_client_focus|human_progress_wellbeing,"Lilly emphasizes its 140+ year heritage of creating high-quality medicines that improve health and well-being globally, grounded in integrity, excellence, and respect for people."
LLY,Eli Lilly,Healthcare,2017,"We were founded in 1876 by Colonel Eli Lilly, a man committed to creating high-quality medicines that met real needs in an era of unreliable elixirs peddled by questionable characters. His charge to the generations of employees who have followed was this: ""Take what you find here and make it better and better.""
More than 140 years later, we remain committed to his vision through every aspect of our business and the people we serve starting with those who take our medicines, and extending to health care professionals, employees and the communities in which we live.
    
        
        Our promise
        
          Lilly unites caring with discovery to make life better for people around the world.
        
     
    
        
        Our mission
        
            We make medicines that help people live longer, healthier, more active lives.
        
     
    
        
        Our vision
        
            We will make a significant contribution to humanity by improving global health in the 21st century.
        
     
    
        
        Our values
        
            Integrity, excellence and respect for people.
        
     
    
 
Three long established core values guide Lilly in all that we do:
- Integrity: We conduct our business consistent with all applicable laws and are honest in our dealings with customers, employees, shareholders, partners, suppliers, competitors and the community.
- Excellence: We pursue pharmaceutical innovation, provide high quality products and strive to deliver superior business results.
- Respect for People: We maintain an environment built on mutual respect, openness and individual integrity. Respect for people includes our concern for all people who touch or are touched by our company: customers, employees, shareholders, partners, suppliers and communities.",True,heritage_longevity|integrity_responsibility|operational_excellence|human_progress_wellbeing|people_talent|community_social_good|innovation_science,"Lilly's values emphasize integrity, excellence, and respect for people as the foundation for creating high-quality medicines that improve global health across all stakeholder relationships."
LLY,Eli Lilly,Healthcare,2018,"We were founded in 1876 by Colonel Eli Lilly, a man committed to creating high-quality medicines that met real needs in an era of unreliable elixirs peddled by questionable characters. His charge to the generations of employees who have followed was this: ""Take what you find here and make it better and better.""
More than 140 years later, we remain committed to his vision through every aspect of our business and the people we serve starting with those who take our medicines, and extending to health care professionals, employees and the communities in which we live.
    
        
        Our promise
        
          Lilly unites caring with discovery to make life better for people around the world.
        
     
    
        
        Our mission
        
            We make medicines that help people live longer, healthier, more active lives.
        
     
    
        
        Our vision
        
            We will make a significant contribution to humanity by improving global health in the 21st century.
        
     
    
        
        Our values
        
            Integrity, excellence and respect for people.
        
     
    
 
Three long established core values guide Lilly in all that we do:
- Integrity: We conduct our business consistent with all applicable laws and are honest in our dealings with customers, employees, shareholders, partners, suppliers, competitors and the community.
- Excellence: We pursue pharmaceutical innovation, provide high quality products and strive to deliver superior business results.
- Respect for People: We maintain an environment built on mutual respect, openness and individual integrity. Respect for people includes our concern for all people who touch or are touched by our company: customers, employees, shareholders, partners, suppliers and communities.",False,heritage_longevity|integrity_responsibility|operational_excellence|human_progress_wellbeing|people_talent|community_social_good|innovation_science,unchanged from 2017
LLY,Eli Lilly,Healthcare,2019,"Lilly was founded in 1876 by Colonel Eli Lilly, a man committed to creating high-quality medicines that met real needs in an era of unreliable elixirs peddled by questionable characters. His charge to the generations of employees who have followed was this: ""Take what you find here and make it better and better.""
More than 140 years later, we remain committed to his vision through every aspect of our business and the people we serve starting with those who take our medicines, and extending to health care professionals, employees and the communities in which we live.
        
        Our Purpose
        
          Lilly unites caring with discovery to create medicines that make life better for people around the world.
        
     
 
Three long established core values guide Lilly in all that we do:
- Integrity: We conduct our business consistent with all applicable laws and are honest in our dealings with customers, employees, shareholders, partners, suppliers, competitors and the community.
- Excellence: We pursue pharmaceutical innovation, provide high quality products and strive to deliver superior business results.
- Respect for People: We maintain an environment built on mutual respect, openness and individual integrity. Respect for people includes our concern for all people who touch or are touched by our company: customers, employees, shareholders, partners, suppliers and communities.",True,heritage_longevity|integrity_responsibility|operational_excellence|innovation_science|people_talent|customer_client_focus|community_social_good|human_progress_wellbeing,"Lilly grounds its identity in 140+ years of commitment to quality medicines and ethical conduct, guided by founder Colonel Eli Lilly's legacy and three core values: integrity, excellence, and respect for people."
LLY,Eli Lilly,Healthcare,2020,"Lilly was founded in 1876 by Colonel Eli Lilly, a man committed to creating high-quality medicines that met real needs in an era of unreliable elixirs peddled by questionable characters. His charge to the generations of employees who have followed was this: ""Take what you find here and make it better and better.""
More than 140 years later, we remain committed to his vision through every aspect of our business and the people we serve starting with those who take our medicines, and extending to health care professionals, employees and the communities in which we live.
Our Purpose
          Lilly unites caring with discovery to create medicines that make life better for people around the world.
        
Three long established core values guide Lilly in all that we do:
- Integrity: We conduct our business consistent with all applicable laws and are honest in our dealings with customers, employees, shareholders, partners, suppliers, competitors and the community.
- Excellence: We pursue pharmaceutical innovation, provide high quality products and strive to deliver superior business results.
- Respect for People: We maintain an environment built on mutual respect, openness and individual integrity. Respect for people includes our concern for all people who touch or are touched by our company: customers, employees, shareholders, partners, suppliers and communities.",False,heritage_longevity|integrity_responsibility|operational_excellence|innovation_science|people_talent|customer_client_focus|community_social_good|human_progress_wellbeing,unchanged from 2019
LLY,Eli Lilly,Healthcare,2021,Loading...,True,,The page failed to load or contains no readable content.
LLY,Eli Lilly,Healthcare,2022,Loading...,False,heritage_longevity|integrity_responsibility|operational_excellence|innovation_science|people_talent|customer_client_focus|community_social_good|human_progress_wellbeing,unchanged from 2021
LLY,Eli Lilly,Healthcare,2023,Loading...,False,heritage_longevity|integrity_responsibility|operational_excellence|innovation_science|people_talent|customer_client_focus|community_social_good|human_progress_wellbeing,unchanged from 2022
LLY,Eli Lilly,Healthcare,2024,"About Lilly
Lilly was founded in 1876 by Colonel Eli Lilly, a man committed to creating high-quality medicines that met real needs in an era of unreliable elixirs peddled by questionable characters. His charge to the generations of employees who have followed was this: ""Take what you find here and make it better and better.""
More than 145 years later, we remain committed to his vision through every aspect of our business and the people we serve starting with those who take our medicines, and extending to health care professionals, employees and the communities in which we live.",True,integrity_responsibility|innovation_science|people_talent|customer_client_focus|community_social_good|heritage_longevity|human_progress_wellbeing,"Lilly honors its 145-year legacy of creating reliable, high-quality medicines while continuously improving to serve patients, healthcare professionals, employees, and communities."
UNH,UnitedHealth Group,Healthcare,2017,"Our Mission
  	Our mission is to help people live healthier lives. Our role is to help make health care work better for everyone.
    
  
  
  
  
  	  
    
    
      
        
          
          We support the physician/patient relationship and empower people with the information, guidance and tools they need to make personal health choices and decisions.
        
      
      
      
      
        
          
          We seek to enhance the performance of the health system and improve the overall health and well-being of the people we serve and their communities.
      
    
      
        
          
          
          We work with health care professionals and other key partners to expand access to quality health care so people get the care they need at an affordable price. 
      
        
      
    
      
    
      
     
   
  
 
  
  
  	
    	
        
         
		 
		 
		 Trust is earned and preserved through truthfulness, integrity, active engagement and collaboration with our colleagues and clients. We encourage the variety of thoughts and perspectives that reflect the diversity of our markets, customers and workforce.
		 
		  Innovation. We pursue a course of continuous, positive and practical innovation, using our deep experience in health care to be thoughtful advocates of change and to use the insights we gain to invent a better future that will make the health care environment work and serve everyone more fairly, productively and consistently.
		  
		  Performance. We are committed to deliver and demonstrate excellence in everything we do. We will be accountable and responsible for consistently delivering high-quality and superior results that make a difference in the lives of the people we touch. We continue to challenge ourselves to strive for even better outcomes in all key performance areas.
 
	
  	
   
  
  
  	
		
		
        Our Culture
               
        The people of this company share basic values that inspire our behavior as individuals and thus as an institution:
		
		Integrity. We are dedicated to the highest levels of personal and institutional integrity. We make honest commitments and work to honor those commitments consistently. We are ethical people. We strive to deliver on our promises and we have the courage to acknowledge mistakes and do what is needed to address them.
		
		Compassion. We try to walk in the shoes of the people we serve and the people we work with. Our job is to listen with empathy and then respond appropriately and quickly with service and advocacy for each individual, each group or community and for society as a whole. We are grateful to have a role in serving people and society in an area so vitally human as their health.
		Relationships. We build trust through cultivating relationships and working in productive collaboration with government, employers, physicians, nurses and other health care professionals, hospitals and the individual consumers of health care.",,human_progress_wellbeing|customer_client_focus|integrity_responsibility|innovation_science|operational_excellence|diversity_inclusion|people_talent,"The company prioritizes helping people live healthier lives and improving the health care system through integrity, innovation, compassion and collaboration with health care professionals and communities."
UNH,UnitedHealth Group,Healthcare,2018,"UnitedHealth Group is a distinctively diversified health and well-being company headquartered in the United States, and a leader worldwide in helping people live healthier lives and helping make the health system work better for everyone.
We are committed to introducing innovative approaches, products and services that can improve personal health and promote healthier populations in local communities. Our core capabilities in clinical expertise, advanced technology and data and health information uniquely enable us to meet the evolving needs of a changing health care environment.
UnitedHealth Group serves clients and consumers through two distinct platforms:
UnitedHealthcare provides health care coverage and benefits services.
Optum provides information and technology-enabled health services.
Clinical Insight
Knowledge and experience in organizing health care resources to best serve specific local market needs.
Technology
Enabling a variety of interactions at enormous scale and complexity, helping connect all participants in health care.
Data & Information
Unique skills in collecting, managing and analyzing data; and the capability to translate data into actionable information.
130
        Through UnitedHealthcare and Optum, UnitedHealth Group offers health benefits and services to people residing in all 50 states in the United States and more than 130 other countries.
~$3.3B
        UnitedHealth Group invests more than $3.3 billion in technology and innovation, and processes approximately 1 trillion transactions annually.
285K
        More than 285,000 people worldwide power UnitedHealth Group with their entrepreneurial spirit and commitment to quality, including at least 85,000 clinical professionals focused on helping people live healthier lives.",True,innovation_science|customer_client_focus|human_progress_wellbeing|people_talent|operational_excellence,"UnitedHealth Group emphasizes advancing people's health and well-being through innovative technology, data expertise, and a global workforce committed to making the health system work better for everyone."
UNH,UnitedHealth Group,Healthcare,2019,"UnitedHealth Group is a distinctively diversified health and well-being company headquartered in the United States, and a leader worldwide in helping people live healthier lives and helping make the health system work better for everyone.
We are committed to introducing innovative approaches, products and services that can improve personal health and promote healthier populations in local communities. Our core capabilities in clinical expertise, advanced technology and data and health information uniquely enable us to meet the evolving needs of a changing health care environment.
UnitedHealth Group serves clients and consumers through two distinct platforms:
UnitedHealthcare provides health care coverage and benefits services.
Optum provides information and technology-enabled health services.
Knowledge and experience in organizing health care resources to best serve specific local market needs.
Enabling a variety of interactions at enormous scale and complexity, helping connect all participants in health care.
Unique skills in collecting, managing and analyzing data; and the capability to translate data into actionable information.
130
        Through UnitedHealthcare and Optum, UnitedHealth Group offers health benefits and services to people residing in all 50 states in the United States and more than 130 other countries.
~$3.5B
        UnitedHealth Group invests more than $3.5 billion in technology and innovation, and processes approximately 1.1 trillion transactions annually.
305K
        More than 305,000 people worldwide power UnitedHealth Group with their entrepreneurial spirit and commitment to quality, including 85,000 clinical professionals focused on helping people live healthier lives.",True,innovation_science|people_talent|customer_client_focus|human_progress_wellbeing|operational_excellence,"UnitedHealth Group prioritizes helping people live healthier lives and making the health system work better through innovative technology, data expertise, and a talented workforce committed to improving health outcomes worldwide."
UNH,UnitedHealth Group,Healthcare,2020,"UnitedHealth Group is a distinctively diversified health and well-being company headquartered in the United States, and a leader worldwide in helping people live healthier lives and helping make the health system work better for everyone.
We are committed to introducing innovative approaches, products and services that can improve personal health and promote healthier populations in local communities. Our core capabilities in clinical expertise, advanced technology and data and health information uniquely enable us to meet the evolving needs of a changing health care environment.
UnitedHealth Group serves clients and consumers through two distinct platforms:
UnitedHealthcare provides health care coverage and benefits services.
Optum provides information and technology-enabled health services.
Knowledge and experience in organizing health care resources to best serve specific local market needs.
Enabling a variety of interactions at enormous scale and complexity, helping connect all participants in health care.
Unique skills in collecting, managing and analyzing data; and the capability to translate data into actionable information.
130
        Through UnitedHealthcare and Optum, UnitedHealth Group offers health benefits and services to people residing in all 50 states in the United States and more than 130 other countries.
~$3.5B
        UnitedHealth Group invests more than $3.5 billion in technology and innovation, and processes approximately 1.1 trillion transactions annually.
320K
        More than 320,000 people worldwide power UnitedHealth Group with their entrepreneurial spirit and commitment to quality, including approximately 90,000 clinical professionals focused on helping people live healthier lives.",False,innovation_science|people_talent|customer_client_focus|human_progress_wellbeing|operational_excellence,unchanged from 2019
UNH,UnitedHealth Group,Healthcare,2021,"Who We Are 
            We are individuals and teams around the world working to change the face of health care.
         Our Mission & Values
Our People & Culture
    
      At UnitedHealth Group, we celebrate our people, ideas and experiences — creating a culture where all team members are appreciated, valued and able to contribute to their full potential.
    
    
  
				Our Leaders
			
	  Meet the people who are guiding us on our journey to lead the development of the next-generation health system.
			Our Businesses
Our Two Complementary Businesses Are Driven To Transform Health Care, One Person, One Health System, At A Time.
Together, UnitedHealthcare and Optum are applying distinctive competencies in insights, technology and clinical excellence to reimagine health care on behalf of those we serve.
Health Equity
We Are On A Journey to Deliver Equitable Health Care For All.
For more than two decades UnitedHealth Group has led efforts to identify, address and monitor health disparities, and collaborate with community organizations and national partners dedicated to health and wellness. We are using our organizational assets, capabilities and market footprint to further health equity.
Corporate Governance
Sound Corporate Governance Principles Help Ensure We Perform With Integrity.
The people of UnitedHealth Group are committed to sound corporate governance principles in everything we do, every day.",True,people_talent|human_progress_wellbeing|innovation_science|diversity_inclusion|integrity_responsibility|leadership_governance,"UnitedHealth Group emphasizes transforming healthcare through equitable, innovative solutions while valuing its people and maintaining sound corporate governance."
UNH,UnitedHealth Group,Healthcare,2022,"Who We Are 
            Diverse. Dedicated. Inspired.
We are a health and well-being company made up of team members around the world helping to build a modern, high-performing health system.
         Our Mission
Helping People Live Healthier Lives and Helping Make the Health System Work Better for Everyone
Our People & Culture
    
      We celebrate our people, ideas and experiences, creating a culture where all team members are appreciated, valued and able to reach their full potential.
    
    
  
				Our Leaders
			
	  Meet the people who are guiding us on our journey to build a modern, high-performing health system.
			Our Businesses
Two Distinct and Complementary Businesses Working to Improve Access, Affordability, Outcomes and Experiences
Optum delivers care aided by technology and data, empowering people, partners and providers with the guidance and tools they need to achieve better health. UnitedHealthcare offers a full range of health benefits, enabling affordable coverage, simplifying the health care experience and delivering access to high-quality care.
Corporate Governance
Decades of Developing Strong and Effective Governance Practices
For more than 40 years we've developed strong and effective governance practices through compliance, board diversity and independence, a commitment to ethics and integrity, and an emphasis on data security and supply chain management.
            Spotlight
            
          
          
            Committed to Advancing Health Equity
For more than two decades, UnitedHealth Group has led efforts to identify, monitor and address health disparities — in collaboration with community organizations and national partners — to advance health equity.",True,people_talent|human_progress_wellbeing|customer_client_focus|leadership_governance|integrity_responsibility|diversity_inclusion,"This company prioritizes advancing health and well-being for people and communities through inclusive talent practices, strong governance, and equity-focused healthcare initiatives."
JNJ,Johnson & Johnson,Healthcare,2016,"Caring for the world, one person at a time... inspires and unites the people of Johnson & Johnson. We embrace research and science - bringing innovative ideas, products and services to advance the health and well-being of people. Employees of the Johnson & Johnson Family of Companies work with partners in health care to touch the lives of over a billion people every day, throughout the world.
Our Family of Companies comprises:
- The world's sixth-largest consumer health company
- The world's most comprehensive medical devices business
- The world's sixth-largest biologics company
- And the world's fifth-largest pharmaceuticals company
We have more than 265 operating companies in more than 60 countries employing approximately 126,500 people. Our worldwide headquarters is in New Brunswick, New Jersey, USA.",,human_progress_wellbeing|innovation_science|community_social_good|people_talent,"Johnson & Johnson emphasizes advancing human health and well-being globally through innovative science, research, and dedicated employees caring for billions of people worldwide."
JNJ,Johnson & Johnson,Healthcare,2017,"Our Company
    
                
                
                
        More From Johnson & Johnson
    
                
                
                
        - 
  
    Pharmaceutical Companies of Johnson & Johnson
- 
  
    Advancing New Healthcare Solutions Through Collaboration
- 
  
    Your Safety Is Our Priority
This site is governed solely by applicable U.S. laws and governmental regulations. Please see our Privacy Policy. Use of this site constitutes your consent to application of such laws and regulations and to our Privacy Policy. Your use of the information on this site is subject to the terms of our Legal Notice. You should view the News section and the most recent SEC Filings in the Investor section in order to receive the most current information made available by Johnson & Johnson Services, Inc. Contact Us with any questions or search this site for more information.",True,safety|customer_client_focus,Johnson & Johnson emphasizes that customer safety is their top priority and commits to advancing healthcare solutions through collaborative pharmaceutical efforts.
JNJ,Johnson & Johnson,Healthcare,2018,"Share
    
    
      
    
    
  
      
      
        
          
            
              
                About Johnson & Johnson
              
            
          
          
            
      
      
      
        
  
    
      
        
          
            Our Heritage:  130 Years of Caring
          
        
      
      
    
    
      
        
    
        
            
  
    
      
    
   
  
    
      
        
          
            
              
                Our Leaders & Leadership Approach
              
            
          
        
        
      
    
    
   
    
        
      
        
          
            
              
                Our Commitment to Our People
              
            
          
        
        
      
    
        
     
  
    
      
        
          
            Our Commitment to Innovation
          
        
      
      
    
    
      
        
    
        
            
  
    
      
    
   
  
      
        
        
      
        
          
            
              
                Our Annual Reports
              
            
          
        
        
      
    
        
           
  
    
        
      
        
          
            
              
                Resources 
              
            
          
        
        
      
    
        
            
                
                    
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                    
                
            
        
        
          
        
     
      
    
  
                    
                    
                      
  Caring for the world, one person at a time, inspires and unites the people of Johnson & Johnson. We embrace innovation—bringing ideas, products and services to life to advance the health and well-being of people around the world. We believe in collaboration, and that has led to breakthrough after breakthrough, from medical miracles that have changed lives, to the simple consumer products that make every day a little better. Our over 125,000 employees in 60 countries are united in a common mission: To help people everywhere live longer, healthier, happier lives.
          
        
- 
        
    J&J Our StoryWe've been caring for people for more than 130 years. Learn more about the history of our company and our people.
- 
        
    Stories of Innovation
The official policies and statements for the Johnson & Johnson Family of Companies. 
          
          
            
          
        We believe acting ethically and responsibly is not only the right thing to do, but also the right thing to do for our business.
          
          
            
          
        Our Family of Companies is organized into several business segments comprised of franchises and therapeutic categories.
          
          
            
          
        We are proud to collaborate and partner with a wide range of suppliers who support our businesses around the world. 
          
          
            
          
        Get recaps of the company's business performance and key enterprise-wide milestones.
          
          
            
          
        Get the latest financial information, earnings reports and five-year financial review.
          
          
            
          
        This site uses cookies as described in our Cookie Policy  Please click the ""Accept"" button or continue to use our site if you agree to our use of cookies.",True,heritage_longevity|human_progress_wellbeing|innovation_science|people_talent|integrity_responsibility,"Johnson & Johnson emphasizes its 130-year legacy of caring for people through innovation and collaboration, guided by ethical conduct and a mission to help people live longer, healthier, happier lives."
JNJ,Johnson & Johnson,Healthcare,2019,"Share
    
    
      
    
    
  
      
        
          
        
            
            About Johnson & Johnson
            
        
      
          
        
        
    
        
      
        
        
      
    
        
            
                
    
        
            
        
     
            
        
    
  
    
      
        
          
            Our Heritage:  130 Years of Caring
          
        
      
      
    
    
      
        
    
        
            
  
    
      
    
   
  
    
      
        
          
            
              
                Our Leaders & Leadership Approach
              
            
          
        
        
      
    
    
      
        
          
            
  
          
            
  
          
            
  
          
        
      
    
   
    
        
      
        
          
            
              
                Our Commitment to Our People
              
            
          
        
        
      
    
        
     
  
    
      
        
          
            Our Commitment to Innovation
          
        
      
      
    
    
      
        
    
        
            
  
    
      
    
   
  
      
        
        
      
        
          
            
              
                Our Annual Reports
              
            
          
        
        
      
    
        
           
  
    
        
      
        
          
            
              
                Resources 
              
            
          
        
        
      
    
        
            
                
                    
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                    
                
            
        
        
          
        
     
  
                    
                    
                        
  
                    
                    
                        
                    
                    
                t Johnson & Johnson, we believe good health is the foundation of vibrant lives, thriving communities and forward progress. That's why for more than 130 years, we have aimed to keep people well at every age and every stage of life. Today, as the world's largest and most broadly based healthcare company, we are committed to using our reach and size for good. We strive to improve access and affordability, create healthier communities, and put a healthy mind, body and environment within reach of everyone, everywhere.
Every day, our more than 130,000 employees across the world are blending heart, science and ingenuity to profoundly change the trajectory of health for humanity.
- 
        
    J&J Our StoryWe've been caring for people for more than 130 years. Learn more about the history of our company and our people.
- 
        
    Stories of Innovation
The official policies and statements for the Johnson & Johnson Family of Companies. 
          
          
            
          
        We believe acting ethically and responsibly is not only the right thing to do, but also the right thing to do for our business.
          
          
            
          
        Our Family of Companies is organized into several business segments comprised of franchises and therapeutic categories.
          
          
            
          
        We are proud to collaborate and partner with a wide range of suppliers who support our businesses around the world. 
          
          
            
          
        Get recaps of the company's business performance and key enterprise-wide milestones.
          
          
            
          
        Get the latest financial information, earnings reports and five-year financial review.",True,heritage_longevity|human_progress_wellbeing|innovation_science|people_talent|integrity_responsibility,"Johnson & Johnson emphasizes its 130-year legacy of using healthcare innovation and talent to improve health and well-being for people worldwide, guided by ethical responsibility."
JNJ,Johnson & Johnson,Healthcare,2020,"How We're Mobilizing Our Resources to Help Find Solutions for COVID-19
                  
                  
                    Learn More
                  
                  
              
  
    
    
      Share
    
    
      
    
    
    
  
      
        
          
        
            
            About Johnson & Johnson
            
        
      
          
        
        
    
        
      
        
        
      
    
        
            
                
    
        
            
        
     
            
        
    
  
    
      
        
          
            Our Heritage:  130 Years of Caring
          
        
      
      
    
    
      
        
    
        
            
  
    
      
    
   
  
    
      
        
          
            
              
                Our Leaders & Leadership Approach
              
            
          
        
        
      
    
    
      
        
          
            
  
          
            
  
          
            
  
          
        
      
    
   
    
        
      
        
          
            
              
                Our Commitment to Our People
              
            
          
        
        
      
    
        
     
  
    
      
        
          
            Our Commitment to Innovation
          
        
      
      
    
    
      
        
    
        
            
  
    
      
    
   
  
      
        
        
      
        
          
            
              
                Our Annual Reports
              
            
          
        
        
      
    
        
           
  
    
        
      
        
          
            
              
                Resources 
              
            
          
        
        
      
    
        
            
                
                    
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                            
                              
    
        
          
            
          
          
            
    
                            
                        
                    
                
            
        
        
          
        
     
  
                    
                    
                        
  
                    
                    
                        
                    
                    
                t Johnson & Johnson, we believe good health is the foundation of vibrant lives, thriving communities and forward progress. That's why for more than 130 years, we have aimed to keep people well at every age and every stage of life. Today, as the world's largest and most broadly based healthcare company, we are committed to using our reach and size for good. We strive to improve access and affordability, create healthier communities, and put a healthy mind, body and environment within reach of everyone, everywhere.
Every day, our more than 130,000 employees across the world are blending heart, science and ingenuity to profoundly change the trajectory of health for humanity.
- 
        
    J&J Our StoryWe've been caring for people for more than 130 years. Learn more about the history of our company and our people.
- 
        
    Stories of Innovation
The policies and positions on ESG issues that are important to Johnson & Johnson and our stakeholders.
          
          
            
          
        We believe acting ethically and responsibly is not only the right thing to do, but also the right thing to do for our business.
          
          
            
          
        Our Family of Companies is organized into several business segments comprised of franchises and therapeutic categories.
          
          
            
          
        We are proud to collaborate and partner with a wide range of suppliers who support our businesses around the world. 
          
          
            
          
        Get recaps of the company's business performance and key enterprise-wide milestones.
          
          
            
          
        Get the latest financial information, earnings reports and five-year financial review.",False,heritage_longevity|human_progress_wellbeing|innovation_science|people_talent|integrity_responsibility,unchanged from 2019
JNJ,Johnson & Johnson,Healthcare,2021,"Explore more Johnson & Johnson sites:
            
            
              
                
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt
    
    
      
    
    
      
    
  
    
    
  
    
      
    
    
        alt",True,,This page contains only navigation links and alt text placeholders with no readable values content.
JNJ,Johnson & Johnson,Healthcare,2022,"Explore more Johnson & Johnson sites:
            
            
              
                
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt
    
    
      
    
    
      
    
  
        
    
    
  
            
    
      
    
    
        alt",True,,The provided text is a navigation menu with no substantive values content to classify.
